Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
21.796496919742793,69.47268882841891,91.76052930924183,74.48524827977475,44.8396952013574,1
67.12991383965455,46.652684649143026,47.00699252313384,55.23648232646248,55.61409609846676,1
13.833409026701194,48.60680505533487,93.07326612846276,91.08985948545768,77.7872532542298,-1
26.152711882433078,72.84326206035225,49.304342687888244,6.2159546907193715,25.327923066814108,-1
67.0094340624244,73.86628456119263,92.26607407583872,73.23695268987342,74.75558762082821,-1
22.901121498162937,78.28784202176887,16.238448345111433,82.70537699815823,61.343169107370244,-1
63.941257956407625,82.52920480359232,68.33153162440175,70.26094061709158,80.82953555809073,1
63.87189395405555,12.07802749160095,27.79981250094886,12.83798004315171,24.570236709252836,1
12.331352340803292,26.25257340527685,76.21906888478901,96.33371076050098,30.727458892840907,1
10.93317360508369,8.036377145633121,60.809082751898494,44.21128853805575,97.30621116221052,-1
78.6756246979749,71.81253647405546,75.41187048705467,64.67846182351632,58.58224482281889,-1
55.54709764899282,24.330353631502266,65.47592550337185,63.47504338240011,77.20349357186944,-1
11.889858971755595,36.03271629888914,15.8223687000988,50.28508149533395,90.37541280970277,1
33.958719509881604,62.996574427082294,87.32168605736416,4.109296871534562,28.754120122591452,1
94.55805978482647,73.94238298602251,94.22086158753518,52.931231700066874,27.30251102382337,1
5.6270688137391005,28.689192158286893,91.20841791586923,68.39971243883653,43.42733956725363,-1
78.47728356531023,21.144517695011867,6.83856207367064,53.4559699463683,27.008246599422524,-1
63.25709781743408,12.641742018013623,1.5008852670747475,30.438315400143413,93.766864718329,1
92.15701319563236,94.55141112371112,23.827437407080364,42.77749216284425,42.61395951063175,1
28.515973924065563,92.97902202249317,57.47778472441547,82.24413957427107,33.417314699203835,1
11.723713877747933,81.97953003883785,26.700839958596,96.78436807454315,86.06120836894783,1
85.80475663164074,31.290344641679013,6.30406946399924,8.098532611876863,33.74338336959103,1
86.80452382873742,52.067808154064366,24.691627106056725,68.17029182698207,41.85232362609897,1
0.1561754770746271,43.545033587805925,53.39546038312496,63.98410172285121,5.841829450868663,-1
96.05223583652582,68.24568099076205,3.3478142092048135,23.712573645392965,1.3411946301547961,1
28.033910794882477,55.34907776748032,58.600106456237256,35.26945720380501,46.565759105138916,-1
43.79681982934325,80.60802067450327,43.173091457945155,97.40390612818437,68.63502394961614,-1
16.101456083758936,53.11607405823412,84.91405981273542,23.119896361447946,65.16876730050403,1
71.81583384589368,7.98202242623911,29.235378877030016,82.9722436523965,88.37409415275131,1
31.387923969373887,53.008545606593756,88.03341295366268,13.623468312943299,11.717734419174464,1
77.17489879307121,74.03357288134086,0.17213825462130128,17.684187426039855,93.04203479800154,-1
32.868694926298716,18.760339660538538,14.049478853865516,68.1740345247654,35.260203407581734,-1
24.523039035072745,91.55947531054109,11.302595412843107,95.12288696364,52.70559900621252,-1
85.73616188022561,53.26409129375186,97.16973061929842,11.22978695769511,80.31196118323042,1
3.3555924764534617,5.216745626638275,57.73812117524258,35.300533875428364,38.383156791369984,1
29.760628692946312,8.622222978745542,24.334294714192207,84.06369730568511,79.90111811041125,1
96.90543547358789,1.0776841684816851,42.08632403093442,1.8428305358457853,92.3264932672828,1
38.24601686390323,47.32872329292787,51.31150854280815,57.47278731427791,58.98792903585986,-1
76.26127966228965,61.44979615455273,87.1520842552161,4.156724467649808,62.491263026406216,-1
69.39568269766625,93.1966999875485,36.745958489454175,56.947026836875395,21.643642784505445,1
35.527666183148064,28.307787197140676,13.505276121532416,51.9201279466834,27.57231731096774,1
20.35345142105993,92.60312857590964,67.23216187392629,66.55147767172437,9.991731785887769,1
77.85702409512034,83.28428051297581,36.220526985013244,39.37114350862354,56.71785868844507,-1
9.42677948840911,10.451826980102686,10.451003102832368,84.92347737784988,18.54286492119186,1
55.559209847854994,47.22620033467601,34.558303721358726,2.724681655513439,24.34406206424541,1
4.441148510909542,49.19112845615429,76.77597798043902,54.11327917026103,57.58904354808022,-1
7.177713446818313,73.06202183720806,97.16707936201908,62.5606403046946,41.60148573317959,1
51.665761863505836,12.464508174144795,42.19489687812887,42.66754481861151,21.782254603495332,1
71.18412176760432,25.85955068744389,71.85217433450366,75.63380032578337,31.716052176669784,-1
6.7158633957284275,13.291841605654408,78.92648236398033,54.11858937234138,49.36581280317274,-1
58.88352012292081,60.640096656664355,97.70107168033778,94.62144466846887,72.686085741767,1
43.28145196288759,53.35728954435604,3.1093490128782375,31.806457986642666,76.49638133756639,-1
69.00546790361376,36.17273893111614,73.80154142246143,22.238946588145602,49.4238440171808,1
59.20915807139533,82.63997332412637,38.95521059259946,5.433887908461077,95.99841211606193,-1
16.551119178418936,97.42608153490828,63.35585214871907,17.2674832633259,13.821247426996841,1
16.47267506739728,56.31703100987505,54.030233251132145,10.954766453019282,11.923099298494922,-1
36.284765883112634,65.55109810799823,59.70547966496172,81.2201969249943,49.838371144073434,-1
45.38020303813366,88.11233963677886,15.398605503269314,28.78233663294588,84.96910310216322,1
62.344619028129614,2.0000510002384675,60.620242892444644,30.4361861464826,64.91621114776056,-1
35.46777381853224,91.81512215986723,16.54443606150595,8.979714592652744,30.405417717537407,1
85.60832090859016,35.179953813509314,13.332401694303664,34.4342660852285,13.813737544274108,-1
98.61432835067316,46.13211995594396,55.98609945181964,1.795884790082869,85.21770721408505,-1
32.17920616609107,35.49791705521875,46.40495464237895,21.169225374050903,86.52462167950058,-1
69.88085604092494,20.199459438211477,97.72025458331206,27.222435853368022,78.14593861830646,1
17.561169627110818,44.0395015604217,47.55285376963002,86.37530991107477,26.62405061137454,1
10.23452575499576,66.02627109080184,45.31762196134718,49.62809197534912,81.96062503976064,1
40.65068994519861,19.744582961882262,29.92203975421147,71.9887269164876,96.92126548359393,1
53.49155683138371,17.267411532396547,6.652899948660796,54.9028345058858,3.3737465156275626,1
16.15125204282816,90.80037715558848,23.7749126944502,80.69839292195996,58.012931455327546,-1
0.6978653596344975,92.23881159518439,74.71616925883961,15.160859770200474,13.50109305279199,1
90.13911238282259,68.63993453410959,34.35514701014664,87.76621255065358,17.566788019237368,-1
89.37722215106844,64.51032505880838,99.23354102112721,80.04932786937698,61.15604908752593,-1
59.00320250714957,78.53637699667195,50.3355267323184,27.03657657505858,28.78832835786751,-1
6.620762148585991,28.731408442578545,57.83869037344199,84.33617710486126,71.26773537843654,-1
23.434675894446467,2.4386316137620545,52.45084768797985,61.50654870949683,40.32849217712665,-1
